hpo_iri,hpo_label,term,term_label,do_type,digital_object,file_url
http://purl.obolibrary.org/obo/HP_0410157,Increased level of N-acetylneuraminic acid in fibroblasts,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0011839,Abnormal total T cell count,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0011840,Abnormal T cell physiology,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0005415,Decreased CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0005403,Decreased total T cell count,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410373,Abnormal naive CD4+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410375,Increased naive CD4+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410378,Decreased naive CD4+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410379,Abnormal CD4+ memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410383,Abnormal effector memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410384,Abnormal central memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410385,Decreased CD8+ memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410386,Decreased CD4+ memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410389,Decreased central memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410390,Decreased effector memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410392,Increased CD8+ memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410395,Increased effector memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410396,Increased central memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0002843,Abnormal T cell morphology,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031393,Abnormal CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031392,Abnormal CD4+ T cell subset proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031396,Abnormal naive T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031397,Decreased naive T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031398,Increased naive T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0020177,Abnormal proportion of CD8-positive TEMRA T cells,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0500265,Increased proportion of CD8+ TEMRA T cells,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0500266,Decreased proportion of CD8+ TEMRA T cells,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0500270,Increased gamma-delta T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0500271,Decreased gamma-delta T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0025624,Decreased CD4+ effector memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0025625,Increased CD4+ effector memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0031514,Increased proportion of exhausted T cells,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0032182,Abnormal memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0032183,Decreased memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0032218,Decreased CD4+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0032219,Increased CD4+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410380,Abnormal memory CD8+ T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0410391,Increased CD4+ memory T cell proportion,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0100828,Increased total T cell count,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0041080,Abnormal proportion of exhausted T cells,http://purl.obolibrary.org/obo/CL_0000084,T cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg
http://purl.obolibrary.org/obo/HP_0100494,Abnormal mast cell morphology,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-parotid-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.svg
http://purl.obolibrary.org/obo/HP_0100495,Mastocytosis,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-parotid-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.svg
http://purl.obolibrary.org/obo/HP_0100494,Abnormal mast cell morphology,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-sublingual-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.svg
http://purl.obolibrary.org/obo/HP_0100495,Mastocytosis,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-sublingual-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.svg
http://purl.obolibrary.org/obo/HP_0100494,Abnormal mast cell morphology,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-submandibular-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.svg
http://purl.obolibrary.org/obo/HP_0100495,Mastocytosis,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-submandibular-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.svg
http://purl.obolibrary.org/obo/HP_0100494,Abnormal mast cell morphology,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0100495,Mastocytosis,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0006274,Reduced pancreatic beta cells,http://purl.obolibrary.org/obo/CL_0000169,type B pancreatic cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/pancreas-islets-langerhans,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.svg
http://purl.obolibrary.org/obo/HP_0006279,Beta-cell dysfunction,http://purl.obolibrary.org/obo/CL_0000169,type B pancreatic cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/pancreas-islets-langerhans,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.svg
http://purl.obolibrary.org/obo/HP_0006561,Lipid accumulation in hepatocytes,http://purl.obolibrary.org/obo/CL_0000182,hepatocyte,2d-ftu,https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/2d-ftu-liver-liver-lobule.svg
http://purl.obolibrary.org/obo/HP_0031137,Storage in hepatocytes,http://purl.obolibrary.org/obo/CL_0000182,hepatocyte,2d-ftu,https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/2d-ftu-liver-liver-lobule.svg
http://purl.obolibrary.org/obo/HP_0004311,Abnormal macrophage morphology,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-parotid-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.svg
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-parotid-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.svg
http://purl.obolibrary.org/obo/HP_0004311,Abnormal macrophage morphology,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-sublingual-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.svg
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-sublingual-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.svg
http://purl.obolibrary.org/obo/HP_0004311,Abnormal macrophage morphology,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-submandibular-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.svg
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/mouth-submandibular-gland,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.svg
http://purl.obolibrary.org/obo/HP_0004311,Abnormal macrophage morphology,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/pancreas-islets-langerhans,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.svg
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/pancreas-islets-langerhans,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.svg
http://purl.obolibrary.org/obo/HP_0004311,Abnormal macrophage morphology,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/CL_0000235,macrophage,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0005372,Abnormal B cell physiology,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0005404,Increased total B cell count,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0010975,Abnormal B cell count,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0010976,Decreased total B cell count,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0002846,Abnormal B cell morphology,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030385,Increased proportion of marginal zone B cells,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030386,Abnormal class-switched memory B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030387,Increased class-switched memory B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030388,Decreased class-switched memory B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030377,Increased immature B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030378,Decreased immature B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030379,Abnormal transitional B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030380,Decreased transitional B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030381,Increased transitional B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030383,Abnormal proportion of marginal zone B cells,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0030384,Decreased proportion of marginal zone B cells,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0032124,Abnormal unswitched memory B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0032126,Decreased unswitched memory B cell proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
http://purl.obolibrary.org/obo/HP_0032127,Abnormal plasmablast proportion,http://purl.obolibrary.org/obo/CL_0000236,B cell,2d-ftu,https://purl.humanatlas.io/2d-ftu/small-intestine-villus,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg
